test1	test2	test3
15791.64947	15791.64947	15791.64947
2140.16786	2140.16786	2140.16786
84479.74821	84479.74821	84479.74821
11353.46769	11353.46769	11353.46769
210643.098	210643.098	210643.098
80839.81719	80839.81719	80839.81719
4907.51758	4907.51758	4907.51758
1226.67785	1226.67785	1226.67785
258.68441	258.68441	258.68441
578.00409	578.00409	578.00409
4366.98256	4366.98256	4366.98256
32.01195	32.01195	32.01195
80762.07328	80762.07328	80762.07328
16935.32893	16935.32893	16935.32893
8038.61547	8038.61547	8038.61547
156.08305	156.08305	156.08305
3869.8179	3869.8179	3869.8179
73460.99368	73460.99368	73460.99368
3012.4107	3012.4107	3012.4107
16714.43182	16714.43182	16714.43182
14095.4833	14095.4833	14095.4833
17592.40641	17592.40641	17592.40641
13921.55236	13921.55236	13921.55236
5023.04835	5023.04835	5023.04835
7960.34183	7960.34183	7960.34183
9845.30992	9845.30992	9845.30992
62044.52214	62044.52214	62044.52214
10212.22694	10212.22694	10212.22694
35220.11879	35220.11879	35220.11879
32230.7322	32230.7322	32230.7322
1276.62062	1276.62062	1276.62062
1258.64465	1258.64465	1258.64465
3072.96097	3072.96097	3072.96097
3553.5206	3553.5206	3553.5206
19005.97399	19005.97399	19005.97399
110527.709	110527.709	110527.709
25653.96695	25653.96695	25653.96695
53418.99441	53418.99441	53418.99441
20075.60766	20075.60766	20075.60766
21912.71765	21912.71765	21912.71765
8585.52563	8585.52563	8585.52563
69221.98143	69221.98143	69221.98143
47577.65302	47577.65302	47577.65302
5413.09964	5413.09964	5413.09964
12081.43313	12081.43313	12081.43313
11859.53303	11859.53303	11859.53303
59584.25266	59584.25266	59584.25266
24548.72826	24548.72826	24548.72826
21267.10679	21267.10679	21267.10679
8529.6476	8529.6476	8529.6476
9532.61792	9532.61792	9532.61792
662.98523	662.98523	662.98523
60860.34148	60860.34148	60860.34148
8668.47063	8668.47063	8668.47063
30515.29366	30515.29366	30515.29366
11471.16999	11471.16999	11471.16999
12773.98364	12773.98364	12773.98364
35616.95025	35616.95025	35616.95025
5839.95435	5839.95435	5839.95435
27092.37361	27092.37361	27092.37361
1857.14698	1857.14698	1857.14698
1990.47598	1990.47598	1990.47598
2406.53858	2406.53858	2406.53858
6458.82171	6458.82171	6458.82171
323499.9423	323499.9423	323499.9423
168849.9227	168849.9227	168849.9227
9620.94004	9620.94004	9620.94004
41972.82695	41972.82695	41972.82695
3136.17635	3136.17635	3136.17635
9679.74656	9679.74656	9679.74656
10054.25726	10054.25726	10054.25726
1265.44551	1265.44551	1265.44551
436.5771	436.5771	436.5771
11384.3202	11384.3202	11384.3202
15880.91929	15880.91929	15880.91929
107690.3193	107690.3193	107690.3193
285.29981	285.29981	285.29981
5.10248	5.10248	5.10248
18662.66947	18662.66947	18662.66947
13030.8863	13030.8863	13030.8863
20497.64806	20497.64806	20497.64806
13797.03104	13797.03104	13797.03104
4022.4259	4022.4259	4022.4259
79091.91448	79091.91448	79091.91448
12652.15334	12652.15334	12652.15334
103665.0391	103665.0391	103665.0391
7121.39703	7121.39703	7121.39703
27164.04255	27164.04255	27164.04255
12022.28457	12022.28457	12022.28457
553.17448	553.17448	553.17448
1948.96783	1948.96783	1948.96783
13497.39715	13497.39715	13497.39715
18040.49542	18040.49542	18040.49542
6736.06069	6736.06069	6736.06069
50759.15781	50759.15781	50759.15781
1054.53175	1054.53175	1054.53175
505.31027	505.31027	505.31027
12173.70827	12173.70827	12173.70827
11447.6783	11447.6783	11447.6783
35938.2771	35938.2771	35938.2771
1986.22528	1986.22528	1986.22528
9935.94445	9935.94445	9935.94445
4175.64412	4175.64412	4175.64412
141867.9073	141867.9073	141867.9073
64589.29673	64589.29673	64589.29673
324240.4707	324240.4707	324240.4707
4672.29012	4672.29012	4672.29012
16854.97911	16854.97911	16854.97911
2961.37339	2961.37339	2961.37339
41426.01469	41426.01469	41426.01469
7838.78045	7838.78045	7838.78045
2081.18811	2081.18811	2081.18811
6928.84692	6928.84692	6928.84692
10837.1808	10837.1808	10837.1808
26818.10337	26818.10337	26818.10337
21235.02059	21235.02059	21235.02059
53439.52456	53439.52456	53439.52456
46136.45528	46136.45528	46136.45528
43969.79748	43969.79748	43969.79748
2750.59856	2750.59856	2750.59856
15387.13911	15387.13911	15387.13911
15592.02035	15592.02035	15592.02035
40566.49048	40566.49048	40566.49048
121672.4456	121672.4456	121672.4456
1759.126	1759.126	1759.126
291.61412	291.61412	291.61412
45945.48408	45945.48408	45945.48408
1843.82622	1843.82622	1843.82622
4906.6741	4906.6741	4906.6741
15893.24233	15893.24233	15893.24233
5425.89563	5425.89563	5425.89563
6208.96603	6208.96603	6208.96603
120.03001	120.03001	120.03001
25196.61806	25196.61806	25196.61806
3691.96153	3691.96153	3691.96153
39556.05237	39556.05237	39556.05237
13187.59696	13187.59696	13187.59696
67736.01896	67736.01896	67736.01896
40877.113	40877.113	40877.113
684.24973	684.24973	684.24973
5474.6275	5474.6275	5474.6275
21615.01476	21615.01476	21615.01476
4201.8609	4201.8609	4201.8609
1854.8224	1854.8224	1854.8224
12301.01676	12301.01676	12301.01676
7866.74121	7866.74121	7866.74121
750.75003	750.75003	750.75003
5450.18417	5450.18417	5450.18417
3295.06667	3295.06667	3295.06667
5988.97329	5988.97329	5988.97329
15.12249	15.12249	15.12249
4192.78418	4192.78418	4192.78418
1222.52171	1222.52171	1222.52171
18059.3694	18059.3694	18059.3694
12428.73484	12428.73484	12428.73484
1627.64593	1627.64593	1627.64593
7007.4813	7007.4813	7007.4813
5863.9465	5863.9465	5863.9465
94584.61875	94584.61875	94584.61875
108402.2501	108402.2501	108402.2501
2368.34665	2368.34665	2368.34665
382.90514	382.90514	382.90514
24235.86319	24235.86319	24235.86319
319.16166	319.16166	319.16166
14914.08322	14914.08322	14914.08322
44733.48888	44733.48888	44733.48888
4315.41165	4315.41165	4315.41165
6933.68385	6933.68385	6933.68385
17286.52273	17286.52273	17286.52273
20692.17167	20692.17167	20692.17167
4960.49661	4960.49661	4960.49661
10075.24725	10075.24725	10075.24725
2314.64524	2314.64524	2314.64524
6026.58138	6026.58138	6026.58138
114773.9221	114773.9221	114773.9221
3901.47743	3901.47743	3901.47743
5062.86103	5062.86103	5062.86103
83073.21692	83073.21692	83073.21692
20121.10261	20121.10261	20121.10261
2503.54777	2503.54777	2503.54777
155934.5097	155934.5097	155934.5097
19598.17486	19598.17486	19598.17486
9487.87851	9487.87851	9487.87851
239.16609	239.16609	239.16609
180559.4233	180559.4233	180559.4233
30034.63251	30034.63251	30034.63251
1533.3264	1533.3264	1533.3264
51351.53707	51351.53707	51351.53707
12780.99127	12780.99127	12780.99127
28992.64538	28992.64538	28992.64538
67332.40556	67332.40556	67332.40556
106396.0909	106396.0909	106396.0909
71247.58099	71247.58099	71247.58099
635.88827	635.88827	635.88827
22391.30435	22391.30435	22391.30435
1265.44902	1265.44902	1265.44902
8210.95031	8210.95031	8210.95031
6034.91495	6034.91495	6034.91495
26780.36226	26780.36226	26780.36226
2836.88246	2836.88246	2836.88246
65135.99625	65135.99625	65135.99625
144.15697	144.15697	144.15697
34696.08889	34696.08889	34696.08889
684.72652	684.72652	684.72652
12073.98133	12073.98133	12073.98133
8443.45492	8443.45492	8443.45492
5562.0189	5562.0189	5562.0189
10407.66647	10407.66647	10407.66647
1516.70412	1516.70412	1516.70412
8902.35107	8902.35107	8902.35107
4.28927	4.28927	4.28927
77.95661	77.95661	77.95661
9716.16819	9716.16819	9716.16819
13351.32124	13351.32124	13351.32124
35.72382	35.72382	35.72382
7804.07476	7804.07476	7804.07476
2875.29932	2875.29932	2875.29932
14366.11969	14366.11969	14366.11969
227650.0701	227650.0701	227650.0701
11103.53021	11103.53021	11103.53021
7509.99524	7509.99524	7509.99524
4852.9931	4852.9931	4852.9931
32212.81221	32212.81221	32212.81221
6320.20929	6320.20929	6320.20929
22086.15807	22086.15807	22086.15807
2942.56143	2942.56143	2942.56143
13820.19597	13820.19597	13820.19597
1905.25747	1905.25747	1905.25747
91644.33421	91644.33421	91644.33421
26015.71594	26015.71594	26015.71594
970.13136	970.13136	970.13136
5251.76049	5251.76049	5251.76049
69553.15423	69553.15423	69553.15423
450.3588	450.3588	450.3588
1175.13344	1175.13344	1175.13344
344.46023	344.46023	344.46023
277.64083	277.64083	277.64083
129489.9142	129489.9142	129489.9142
78164.88582	78164.88582	78164.88582
1133.66485	1133.66485	1133.66485
74934.18251	74934.18251	74934.18251
682.99235	682.99235	682.99235
10486.69981	10486.69981	10486.69981
13147.73089	13147.73089	13147.73089
6949.08424	6949.08424	6949.08424
1113.16025	1113.16025	1113.16025
6005.66654	6005.66654	6005.66654
325.24868	325.24868	325.24868
37996.33778	37996.33778	37996.33778
10526.76099	10526.76099	10526.76099
2115.07685	2115.07685	2115.07685
149143.1418	149143.1418	149143.1418
5255.49767	5255.49767	5255.49767
8744.85504	8744.85504	8744.85504
3799.09215	3799.09215	3799.09215
2774.2112	2774.2112	2774.2112
500.65326	500.65326	500.65326
44478.6992	44478.6992	44478.6992
36362.35663	36362.35663	36362.35663
1468.73293	1468.73293	1468.73293
28171.97756	28171.97756	28171.97756
45482.34564	45482.34564	45482.34564
7307.49957	7307.49957	7307.49957
107839.2816	107839.2816	107839.2816
10041.97901	10041.97901	10041.97901
53668.36378	53668.36378	53668.36378
1672.48296	1672.48296	1672.48296
32509.24491	32509.24491	32509.24491
103.3326	103.3326	103.3326
2564.08163	2564.08163	2564.08163
151649.4864	151649.4864	151649.4864
44095.14312	44095.14312	44095.14312
56615.26693	56615.26693	56615.26693
6555.73243	6555.73243	6555.73243
243.67385	243.67385	243.67385
10853.85717	10853.85717	10853.85717
1054.36159	1054.36159	1054.36159
31801.00213	31801.00213	31801.00213
4176.32664	4176.32664	4176.32664
5103.64558	5103.64558	5103.64558
211990.054	211990.054	211990.054
14772.75414	14772.75414	14772.75414
1179.89681	1179.89681	1179.89681
42798.99598	42798.99598	42798.99598
55740.74074	55740.74074	55740.74074
15427.27322	15427.27322	15427.27322
253.31146	253.31146	253.31146
136.9496	136.9496	136.9496
1170.2463	1170.2463	1170.2463
11989.77419	11989.77419	11989.77419
2133.36109	2133.36109	2133.36109
53035.65253	53035.65253	53035.65253
6740.97518	6740.97518	6740.97518
100871.8627	100871.8627	100871.8627
5079.68025	5079.68025	5079.68025
3721.73334	3721.73334	3721.73334
132944.8986	132944.8986	132944.8986
2562.78552	2562.78552	2562.78552
142366.7205	142366.7205	142366.7205
32202.50885	32202.50885	32202.50885
7546.87839	7546.87839	7546.87839
49136.25895	49136.25895	49136.25895
118519.4604	118519.4604	118519.4604
13412.93324	13412.93324	13412.93324
17639.26027	17639.26027	17639.26027
1355.00753	1355.00753	1355.00753
6558.98346	6558.98346	6558.98346
262599.1645	262599.1645	262599.1645
22365.82524	22365.82524	22365.82524
47725.34364	47725.34364	47725.34364
355.66207	355.66207	355.66207
4688.16414	4688.16414	4688.16414
50178.86677	50178.86677	50178.86677
6326.47136	6326.47136	6326.47136
2216.39666	2216.39666	2216.39666
1109.82255	1109.82255	1109.82255
35795.26462	35795.26462	35795.26462
23414.59823	23414.59823	23414.59823
27114.61416	27114.61416	27114.61416
11497.87033	11497.87033	11497.87033
19750.46422	19750.46422	19750.46422
18096.83689	18096.83689	18096.83689
181979.5439	181979.5439	181979.5439
54256.59402	54256.59402	54256.59402
5018.92419	5018.92419	5018.92419
38893.10627	38893.10627	38893.10627
39522.03522	39522.03522	39522.03522
29689.85536	29689.85536	29689.85536
149345.6126	149345.6126	149345.6126
3018.88553	3018.88553	3018.88553
4842.37062	4842.37062	4842.37062
38236.43908	38236.43908	38236.43908
8380.09226	8380.09226	8380.09226
7534.48316	7534.48316	7534.48316
33060.07285	33060.07285	33060.07285
2499.37688	2499.37688	2499.37688
58039.52978	58039.52978	58039.52978
2064.58165	2064.58165	2064.58165
83686.44993	83686.44993	83686.44993
500.76678	500.76678	500.76678
22733.2887	22733.2887	22733.2887
59863.1157	59863.1157	59863.1157
731.3857	731.3857	731.3857
17309.32364	17309.32364	17309.32364
33.25574	33.25574	33.25574
69955.76044	69955.76044	69955.76044
11136.14013	11136.14013	11136.14013
13484.56347	13484.56347	13484.56347
3827.94519	3827.94519	3827.94519
5200.22371	5200.22371	5200.22371
3714.42474	3714.42474	3714.42474
822.91904	822.91904	822.91904
13351.62028	13351.62028	13351.62028
18041.10139	18041.10139	18041.10139
16931.40074	16931.40074	16931.40074
13487.1991	13487.1991	13487.1991
21258.3629	21258.3629	21258.3629
31874.43919	31874.43919	31874.43919
93357.83316	93357.83316	93357.83316
20333.5316	20333.5316	20333.5316
11417.5222	11417.5222	11417.5222
1995.30463	1995.30463	1995.30463
10013.42582	10013.42582	10013.42582
9455.23461	9455.23461	9455.23461
115380.0366	115380.0366	115380.0366
1284.29247	1284.29247	1284.29247
772.45769	772.45769	772.45769
7418.47345	7418.47345	7418.47345
2043.79739	2043.79739	2043.79739
446.44771	446.44771	446.44771
101665.5082	101665.5082	101665.5082
340.4177	340.4177	340.4177
22632.53409	22632.53409	22632.53409
80460.94771	80460.94771	80460.94771
7690.08712	7690.08712	7690.08712
89295.78974	89295.78974	89295.78974
66065.49045	66065.49045	66065.49045
121596.1417	121596.1417	121596.1417
10306.03235	10306.03235	10306.03235
474.52614	474.52614	474.52614
1003.74131	1003.74131	1003.74131
2786.56781	2786.56781	2786.56781
9109.57887	9109.57887	9109.57887
21755.25574	21755.25574	21755.25574
49131.12572	49131.12572	49131.12572
9182.15433	9182.15433	9182.15433
3103.57558	3103.57558	3103.57558
1296.52955	1296.52955	1296.52955
11360.11825	11360.11825	11360.11825
497.42787	497.42787	497.42787
33897.95829	33897.95829	33897.95829
528.5232	528.5232	528.5232
17110.587	17110.587	17110.587
1210.44318	1210.44318	1210.44318
1281.47687	1281.47687	1281.47687
4662.64066	4662.64066	4662.64066
6328.20079	6328.20079	6328.20079
13567.06133	13567.06133	13567.06133
5851.94196	5851.94196	5851.94196
3453.29732	3453.29732	3453.29732
17073.11943	17073.11943	17073.11943
53854.75337	53854.75337	53854.75337
361.87304	361.87304	361.87304
4343.59936	4343.59936	4343.59936
10348.72989	10348.72989	10348.72989
83386.58102	83386.58102	83386.58102
55387.01685	55387.01685	55387.01685
5234.38524	5234.38524	5234.38524
23732.08585	23732.08585	23732.08585
3159.14775	3159.14775	3159.14775
51774.16978	51774.16978	51774.16978
13701.48302	13701.48302	13701.48302
7942.13794	7942.13794	7942.13794
661.19471	661.19471	661.19471
5646.58345	5646.58345	5646.58345
7220.26739	7220.26739	7220.26739
107582.8166	107582.8166	107582.8166
6108.71824	6108.71824	6108.71824
968.88654	968.88654	968.88654
64956.38267	64956.38267	64956.38267
19543.09074	19543.09074	19543.09074
46868.75776	46868.75776	46868.75776
429.33307	429.33307	429.33307
35864.97808	35864.97808	35864.97808
6107.56609	6107.56609	6107.56609
35273.37021	35273.37021	35273.37021
103145.4676	103145.4676	103145.4676
16424.26548	16424.26548	16424.26548
6986.91331	6986.91331	6986.91331
527.74395	527.74395	527.74395
18893.84736	18893.84736	18893.84736
54875.88819	54875.88819	54875.88819
58867.30734	58867.30734	58867.30734
3143.91877	3143.91877	3143.91877
8629.31034	8629.31034	8629.31034
79605.82922	79605.82922	79605.82922
7435.70015	7435.70015	7435.70015
2512.52394	2512.52394	2512.52394
7299.73661	7299.73661	7299.73661
117399.7833	117399.7833	117399.7833
5426.87326	5426.87326	5426.87326
14560.36463	14560.36463	14560.36463
26116.81041	26116.81041	26116.81041
106969.498	106969.498	106969.498
245740.3694	245740.3694	245740.3694
42970.33313	42970.33313	42970.33313
6677.73628	6677.73628	6677.73628
17741.32103	17741.32103	17741.32103
52695.18098	52695.18098	52695.18098
3994.94337	3994.94337	3994.94337
969.41428	969.41428	969.41428
714.1405	714.1405	714.1405
51540.81114	51540.81114	51540.81114
22276.78503	22276.78503	22276.78503
5.58155	5.58155	5.58155
105243.943	105243.943	105243.943
3717.60304	3717.60304	3717.60304
22236.11626	22236.11626	22236.11626
2075.81227	2075.81227	2075.81227
83868.78165	83868.78165	83868.78165
55414.18531	55414.18531	55414.18531
2328.06984	2328.06984	2328.06984
372.45197	372.45197	372.45197
1691.0583	1691.0583	1691.0583
2464.49772	2464.49772	2464.49772
1252.2387	1252.2387	1252.2387
25549.06847	25549.06847	25549.06847
55397.98498	55397.98498	55397.98498
1022.64788	1022.64788	1022.64788
101939.3822	101939.3822	101939.3822
1290.92097	1290.92097	1290.92097
9386.43224	9386.43224	9386.43224
2576.33036	2576.33036	2576.33036
3973.56322	3973.56322	3973.56322
6176.72431	6176.72431	6176.72431
2468.51232	2468.51232	2468.51232
149152.6216	149152.6216	149152.6216
802.31808	802.31808	802.31808
9169.89779	9169.89779	9169.89779
2232.69271	2232.69271	2232.69271
86441.20722	86441.20722	86441.20722
48700.66383	48700.66383	48700.66383
47637.88945	47637.88945	47637.88945
2694.30066	2694.30066	2694.30066
3599.5116	3599.5116	3599.5116
3725.34693	3725.34693	3725.34693
41116.39775	41116.39775	41116.39775
8764.20722	8764.20722	8764.20722
532.5701	532.5701	532.5701
15284.45878	15284.45878	15284.45878
30015.74522	30015.74522	30015.74522
116130.8127	116130.8127	116130.8127
81405.86177	81405.86177	81405.86177
203774.027	203774.027	203774.027
51635.63974	51635.63974	51635.63974
4437.27907	4437.27907	4437.27907
5396.03546	5396.03546	5396.03546
264635.0228	264635.0228	264635.0228
46486.52859	46486.52859	46486.52859
2744.3866	2744.3866	2744.3866
19833.82534	19833.82534	19833.82534
29321.75155	29321.75155	29321.75155
63933.67483	63933.67483	63933.67483
5648.99172	5648.99172	5648.99172
793.54311	793.54311	793.54311
120235.9804	120235.9804	120235.9804
5310.84374	5310.84374	5310.84374
631.64931	631.64931	631.64931
9997.91638	9997.91638	9997.91638
41032.17477	41032.17477	41032.17477
5532.20315	5532.20315	5532.20315
1259.89486	1259.89486	1259.89486
1272.38104	1272.38104	1272.38104
2853.18259	2853.18259	2853.18259
3275.53301	3275.53301	3275.53301
75879.04731	75879.04731	75879.04731
1621.30218	1621.30218	1621.30218
2332.85723	2332.85723	2332.85723
819.37363	819.37363	819.37363
6075.74441	6075.74441	6075.74441
6080.84097	6080.84097	6080.84097
15610.64933	15610.64933	15610.64933
433.93548	433.93548	433.93548
334.80063	334.80063	334.80063
4888.89655	4888.89655	4888.89655
230526.0951	230526.0951	230526.0951
17493.34052	17493.34052	17493.34052
4394.83394	4394.83394	4394.83394
4113.45888	4113.45888	4113.45888
14507.62818	14507.62818	14507.62818
49715.25845	49715.25845	49715.25845
226528.4673	226528.4673	226528.4673
20424.27904	20424.27904	20424.27904
1581.3326	1581.3326	1581.3326
15374.15849	15374.15849	15374.15849
190267.2515	190267.2515	190267.2515
35334.21244	35334.21244	35334.21244
16791.78038	16791.78038	16791.78038
65094.22664	65094.22664	65094.22664
123428.1725	123428.1725	123428.1725
28159.43095	28159.43095	28159.43095
3165.51603	3165.51603	3165.51603
25183.85459	25183.85459	25183.85459
156862.7468	156862.7468	156862.7468
